Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
3,4.4,30105,2.1,3,0,0,1,Books
3,3.5,156,42,18,0,0,1,Books
3,4.4,341157,30,7,0,0,2,Books
4,4.3,85185,29,13,0,0,1,Biz
4,4.3,1002861,35,10,0,0,1,Biz
4,3.9,16589,9.1,3,0,0,1,Biz
4,4.8,148945,25,3,0,0,1,Biz
4,4.5,4458,3.9,18,0,0,1,Biz
4,4.4,62272,18,7,0,0,1,Biz
4,4.0,8941,12,13,0,0,1,Biz
4,4.3,46353,21,3,0,0,1,Biz
4,4.2,30847,55,13,0,0,1,Biz
4,4.6,188841,3.2,13,0,0,1,Biz
4,3.1,4034,23,9,0,0,1,Biz
4,3.9,45964,16,3,0,0,1,Biz
4,4.1,6903,14,3,0,0,1,Biz
4,4.4,31614,37,7,0,0,1,Biz
4,4.5,207372,11,13,0,0,1,Biz
4,4.4,1225,25,9,0,0,1,Biz
4,4.4,380837,7.3,7,0,0,1,Biz
4,4.3,10600,6.5,3,0,0,1,Biz
4,4.4,74359,25,3,0,0,1,Biz
4,4.6,822,3.1,9,0,0,1,Biz
4,4.4,2287,1.5,3,0,0,1,Biz
4,4.7,4162,7.5,9,0,0,1,Biz
4,3.8,14760,8.6,16,0,0,1,Biz
4,4.7,286897,39,7,0,0,1,Biz
4,4.5,103755,14,7,0,0,1,Biz
4,4.2,46505,19,3,0,0,1,Biz
4,4.7,11442,6.8,9,1,4.99,1,Biz
4,4.8,10295,39,9,1,4.99,1,Biz
4,4.2,296,14,15,0,0,1,Biz
4,4.3,29313,20,13,0,0,1,Biz
4,4.1,1802,26,9,0,0,1,Biz
4,3.8,1383,51,9,0,0,1,Biz
4,4.3,23175,41,3,0,0,1,Biz
4,3.8,5868,20,18,0,0,1,Biz
4,4.1,5448,12,18,0,0,1,Biz
4,4.6,4159,48,18,0,0,1,Biz
4,4.3,20815,10,3,0,0,1,Biz
4,4.5,78662,22,3,0,0,1,Biz
4,4.1,7149,11,3,0,0,1,Biz
4,4.5,3079,8.5,9,0,0,1,Biz
4,4.6,5800,8.6,9,0,0,1,Biz
4,4.2,16422,28,3,0,0,1,Biz
4,4.4,108741,28,7,0,0,1,Biz
4,4.4,31614,37,7,0,0,1,Biz
4,4.0,624,9.0,9,0,0,1,Biz
4,4.2,1661,46,9,0,0,1,Biz
4,4.1,308,14,15,0,0,1,Biz
4,3.8,5211,26,3,0,0,1,Biz
4,3.9,1058,23,18,0,0,1,Biz
4,4.2,296,14,15,0,0,1,Biz
4,4.3,29313,20,13,0,0,1,Biz
4,4.1,1802,26,9,0,0,1,Biz
4,3.8,1383,51,9,0,0,1,Biz
4,4.3,23175,41,3,0,0,1,Biz
4,3.8,5868,20,18,0,0,1,Biz
4,4.1,5448,12,18,0,0,1,Biz
4,4.6,4159,48,18,0,0,1,Biz
4,4.3,20815,10,3,0,0,1,Biz
4,4.5,78662,22,3,0,0,1,Biz
4,4.1,7149,11,3,0,0,1,Biz
4,4.5,3079,8.5,9,0,0,1,Biz
4,4.6,5800,8.6,9,0,0,1,Biz
4,4.2,16422,28,3,0,0,1,Biz
4,4.7,286897,39,7,0,0,1,Biz
4,4.5,103755,14,7,0,0,1,Biz
4,4.2,46505,19,3,0,0,1,Biz
4,4.7,11442,6.8,9,1,4.99,1,Biz
4,4.8,10295,39,9,1,4.99,1,Biz
4,4.3,1002859,35,10,0,0,1,Biz
4,4.5,413,29,6,0,0,1,Biz
4,4.3,23175,41,3,0,0,1,Biz
5,4.6,24005,4.9,18,0,0,0,Comics
5,4.7,57106,27,3,0,0,4,Comics
5,4.7,2249,32,18,0,0,1,Comics
5,4.8,516,12,15,0,0,1,Comics
5,3.9,834,15,15,0,0,3,Comics
5,4.1,1010,11,15,0,0,3,Comics
5,4.4,238970,28,3,0,0,4,Comics
5,4.6,302,2.2,6,0,0,4,Comics
5,4.5,438,3.4,6,0,0,1,Comics
5,4.7,73,8.3,6,0,0,1,Comics
5,4.4,39,4.3,6,0,0,2,Comics
5,4.5,144,4.7,6,0,0,1,Comics
5,3.9,2181,10,9,0,0,4,Comics
5,3.2,93965,15,13,0,0,4,Comics
5,3.2,1446,7.1,9,0,0,3,Comics
5,4.1,12088,21,3,0,0,3,Comics
5,4.5,314,6.1,9,0,0,1,Comics
5,4.2,15194,15,3,0,0,4,Comics
5,3.7,22551,11,3,0,0,4,Comics
5,4.5,29839,29,3,0,0,4,Comics
5,4.6,279,3.3,9,0,0,1,Comics
5,4.7,1677,40,9,0,0,1,Comics
5,4.4,757,10,6,0,0,4,Comics
5,3.5,115,9.1,6,0,0,3,Comics
5,3.3,125,4.7,12,0,0,4,Comics
5,4.5,9952,38,18,0,0,2,Comics
5,4.2,21,6.7,12,0,0,1,Comics
5,5.0,15,37,2,0,0,1,Comics
5,4.7,3596,7.8,6,0,0,4,Comics
5,4.4,1006,19,15,0,0,1,Comics
5,4.4,5968,5.7,3,0,0,1,Comics
5,4.6,4895,35,9,0,0,1,Comics
6,4.3,125257,17,7,0,0,4,Comms
6,4.3,158679,8.8,13,0,0,1,Comms
6,4.3,4187998,16,10,0,0,1,Comms
6,4.3,659395,11,10,0,0,1,Comms
6,4.3,4785892,11,19,0,0,1,Comms
6,4.3,30209,15,13,0,0,1,Comms
6,4.0,36901,6.6,13,0,0,1,Comms
6,4.3,192948,6.6,7,0,0,1,Comms
6,3.9,13698,5.1,7,0,0,1,Comms
6,3.6,20769,18,3,0,0,1,Comms
6,4.4,36880,4.0,3,0,0,1,Comms
6,4.4,615381,37,7,0,0,3,Comms
6,4.2,33053,22,13,0,0,1,Comms
6,4.4,3648120,3.3,10,0,0,4,Comms
6,4.4,136662,32,7,0,0,1,Comms
6,3.9,42370,37,3,0,0,1,Comms
6,4.4,2939,17,9,0,0,1,Comms
6,3.9,40751,35,7,0,0,4,Comms
6,4.5,17712922,40,19,0,0,4,Comms
6,3.7,25021,61,13,0,0,1,Comms
6,4.3,27187,66,13,0,0,1,Comms
6,4.3,4785988,11,19,0,0,1,Comms
6,4.0,122498,79,7,0,0,1,Comms
6,4.1,132014,25,7,0,0,1,Comms
6,4.2,83239,14,13,0,0,1,Comms
6,4.4,2876500,24,10,0,0,1,Comms
6,4.1,28238,17,3,0,0,1,Comms
6,4.3,335646,8.3,7,0,0,1,Comms
6,4.5,349384,8.2,7,0,0,1,Comms
6,4.3,37320,8.4,3,0,0,1,Comms
6,4.4,36893,4.0,3,0,0,1,Comms
6,4.2,15880,32,3,0,0,1,Comms
6,4.6,2264916,6.1,16,0,0,1,Comms
6,4.2,42925,2.8,3,0,0,1,Comms
6,4.4,3648480,3.3,10,0,0,4,Comms
6,4.5,17714850,40,19,0,0,4,Comms
6,4.1,13100,2.2,3,0,0,1,Comms
6,4.1,55098,4.3,3,0,0,1,Comms
6,4.3,1133501,4.7,7,0,0,1,Comms
6,4.1,12578,2.3,18,0,0,1,Comms
6,4.2,10965,2.3,18,0,0,1,Comms
6,4.2,190613,11,7,0,0,1,Comms
6,4.2,125232,2.7,7,0,0,1,Comms
6,4.2,83239,14,13,0,0,1,Comms
6,4.3,72065,13,3,0,0,1,Comms
6,4.4,27540,3.7,3,0,0,1,Comms
6,4.2,104990,10,13,0,0,1,Comms
6,4.4,177703,13,7,0,0,3,Comms
6,4.1,17529,10,3,0,0,1,Comms
6,4.2,177263,13,7,0,0,3,Comms
6,4.8,237468,8.8,3,0,0,1,Comms
6,4.4,32254,5.5,3,0,0,1,Comms
6,4.4,483565,20,7,0,0,1,Comms
6,4.4,552441,29,7,0,0,1,Comms
6,4.4,93825,11,13,0,0,1,Comms
6,4.2,15287,17,3,0,0,1,Comms
6,4.5,205739,17,13,0,0,1,Comms
6,4.0,9498,118,3,0,0,1,Comms
6,4.3,4188142,16,10,0,0,1,Comms
6,4.2,88427,5.1,13,0,0,1,Comms
6,4.6,183374,44,3,0,0,1,Comms
6,4.1,20901,7.3,3,0,0,1,Comms
6,4.0,122595,30,3,0,0,1,Comms
6,4.2,124346,695,7,0,0,1,Comms
6,4.1,255,1.6,6,0,0,1,Comms
6,4.3,41420,19,13,0,0,1,Comms
6,4.3,4785988,11,19,0,0,1,Comms
6,4.1,29208,23,3,0,0,1,Comms
6,4.6,191032,26,13,0,0,1,Comms
7,2.6,57,6.2,2,1,6.99,1,Dating
7,3.5,2,17,8,1,7.99,3,Dating
7,4.1,285726,15,7,0,0,3,Dating
7,4.1,2556,56,9,0,0,3,Dating
7,4.2,7779,12,18,0,0,3,Dating
7,4.5,61637,11,13,0,0,3,Dating
7,4.4,12632,29,3,0,0,3,Dating
7,4.0,48845,40,3,0,0,3,Dating
7,3.1,31320,53,13,0,0,3,Dating
7,4.4,172460,3.1,13,0,0,3,Dating
7,4.2,4195,24,9,0,0,3,Dating
7,4.1,11633,23,18,0,0,3,Dating
7,3.9,10212,5.0,3,0,0,3,Dating
7,4.3,37053,44,3,0,0,3,Dating
7,4.4,667,27,6,0,0,3,Dating
7,3.5,13202,6.1,3,0,0,3,Dating
7,3.3,1157,21,9,0,0,3,Dating
7,4.5,212626,11,7,0,0,3,Dating
7,4.4,222888,21,3,0,0,3,Dating
7,4.1,2067,24,9,0,0,3,Dating
7,3.9,1643,31,18,0,0,3,Dating
7,3.9,105,27,12,0,0,3,Dating
7,3.6,3414,6.2,18,0,0,3,Dating
7,3.6,11806,12,3,0,0,3,Dating
7,3.4,1999,8.0,9,0,0,3,Dating
7,4.2,22544,5.9,3,0,0,3,Dating
7,4.1,97684,7.9,3,0,0,3,Dating
7,3.4,2519,5.0,9,0,0,3,Dating
7,3.0,1146,1.4,9,0,0,3,Dating
7,4.6,13046,13,18,0,0,3,Dating
7,4.1,17268,40,18,0,0,3,Dating
7,3.9,8722,13,18,0,0,3,Dating
7,1.9,953,19,9,0,0,3,Dating
7,3.5,2593,5.0,18,0,0,3,Dating
7,2.5,5377,19,18,0,0,3,Dating
7,3.9,852,27,9,0,0,3,Dating
7,3.4,212,3.0,15,0,0,3,Dating
7,3.5,1972,13,3,0,0,3,Dating
7,4.4,35206,7.2,3,0,0,1,Dating
7,3.8,5164,25,9,0,0,3,Dating
7,2.5,277,5.7,9,0,0,3,Dating
7,2.8,80,5.5,6,0,0,4,Dating
7,4.2,40035,6.5,3,0,0,3,Dating
7,3.5,1093,5.8,9,0,0,3,Dating
7,3.3,1601,3.8,18,0,0,3,Dating
7,4.1,2212,41,9,0,0,3,Dating
7,4.2,57081,7.9,3,0,0,3,Dating
7,3.5,241,2.8,15,0,0,3,Dating
7,4.2,63986,20,13,0,0,3,Dating
7,4.4,7888,15,18,0,0,3,Dating
7,4.1,535,28,9,0,0,3,Dating
7,4.2,5084,9.6,9,0,0,3,Dating
7,4.3,2430,13,18,0,0,3,Dating
7,4.1,285726,15,7,0,0,3,Dating
7,4.0,48845,40,3,0,0,3,Dating
7,4.1,2556,56,9,0,0,3,Dating
7,4.2,7779,12,18,0,0,3,Dating
7,3.0,837,9.4,9,0,0,3,Dating
7,4.4,12632,29,3,0,0,3,Dating
7,4.5,61637,11,13,0,0,3,Dating
7,2.5,5377,19,18,0,0,3,Dating
7,4.1,11633,23,18,0,0,3,Dating
7,4.0,738,27,6,0,0,3,Dating
7,1.9,953,19,9,0,0,3,Dating
7,3.3,4631,45,9,0,0,3,Dating
7,4.4,222888,21,3,0,0,3,Dating
7,4.1,17268,40,18,0,0,3,Dating
7,3.8,5164,25,9,0,0,3,Dating
7,4.1,4953,15,3,0,0,4,Dating
7,4.2,4195,24,9,0,0,3,Dating
7,4.5,212626,11,7,0,0,3,Dating
7,3.7,1439,38,15,0,0,3,Dating
7,3.9,1645,31,18,0,0,3,Dating
7,3.5,13204,6.1,3,0,0,3,Dating
7,3.9,853,27,9,0,0,3,Dating
7,4.0,337,32,6,0,0,3,Dating
7,4.6,13049,13,18,0,0,3,Dating
7,4.0,51698,63,3,0,0,3,Dating
7,4.1,923,44,9,0,0,3,Dating
7,3.3,149,16,6,0,0,3,Dating
7,4.4,198,28,6,0,0,3,Dating
7,4.2,22545,5.9,3,0,0,3,Dating
7,3.9,8723,13,18,0,0,3,Dating
7,4.3,23170,9.0,18,0,0,3,Dating
7,3.4,13890,20,18,0,0,3,Dating
7,4.2,57083,7.9,3,0,0,3,Dating
7,4.1,537,28,9,0,0,3,Dating
7,4.0,13440,49,18,0,0,3,Dating
7,3.6,143,27,6,0,0,3,Dating
7,4.2,1059,18,9,0,0,3,Dating
7,3.5,894,14,9,0,0,3,Dating
7,4.0,6191,27,18,0,0,3,Dating
7,4.1,2212,41,9,0,0,3,Dating
7,4.1,15081,38,3,0,0,3,Dating
7,2.8,80,5.5,6,0,0,4,Dating
7,4.4,218,27,6,0,0,3,Dating
7,4.4,35205,7.2,3,0,0,1,Dating
7,4.2,243950,21,7,0,0,3,Dating
7,4.1,236,8.8,6,0,0,3,Dating
7,4.2,5152,38,9,0,0,3,Dating
7,4.1,6701,11,3,0,0,3,Dating
7,4.2,40039,6.5,3,0,0,3,Dating
7,3.9,742,26,15,0,0,3,Dating
7,4.0,187,19,6,0,0,3,Dating
7,4.2,2506,6.1,18,0,0,3,Dating
7,4.5,182986,77,13,0,0,3,Dating
7,3.9,8661,9.5,3,0,0,3,Dating
7,3.6,8,14,2,0,0,3,Dating
7,4.4,59,38,12,0,0,1,Dating
7,3.5,35,16,2,0,0,3,Dating
7,4.4,28,3.4,17,0,0,1,Dating
7,4.8,125,4.7,12,0,0,3,Dating
7,4.6,185,5.0,6,0,0,3,Dating
7,4.7,6,4.9,8,0,0,3,Dating
7,4.8,110,4.9,6,0,0,3,Dating
7,2.7,3,3.9,8,0,0,3,Dating
7,5.0,5,4.4,2,0,0,3,Dating
7,4.8,84,4.5,2,0,0,3,Dating
7,5.0,2,70,8,0,0,3,Dating
7,4.8,20,4.9,17,0,0,3,Dating
7,4.9,776,4.9,12,0,0,3,Dating
7,3.0,2,16,8,0,0,3,Dating
7,4.7,14,21,12,0,0,3,Dating
7,1.0,1,9.2,5,0,0,3,Dating
7,5.0,5,9.3,17,0,0,4,Dating
7,4.7,18,5.0,17,0,0,3,Dating
7,5.0,6,5.0,8,0,0,3,Dating
7,5.0,5,5.0,8,0,0,3,Dating
7,3.0,1,5.5,17,0,0,3,Dating
7,4.1,11,11,2,0,0,3,Dating
7,5.0,3,25,8,0,0,3,Dating
7,3.7,101,15,6,0,0,3,Dating
7,4.5,120,10,17,0,0,3,Dating
7,4.2,24,4.9,2,0,0,3,Dating
7,4.3,6,9.0,8,0,0,3,Dating
7,4.1,4954,15,3,0,0,4,Dating
7,1.9,954,19,9,0,0,3,Dating
7,4.1,2560,56,9,0,0,3,Dating
7,4.4,59,38,12,0,0,1,Dating
7,3.9,10212,5.0,3,0,0,3,Dating
7,3.9,105,27,12,0,0,3,Dating
7,4.4,28,3.4,17,0,0,1,Dating
7,4.7,6,4.9,8,0,0,3,Dating
7,3.8,5168,25,9,0,0,3,Dating
7,4.4,12633,29,3,0,0,3,Dating
7,4.4,41605,8.1,18,0,0,3,Dating
7,3.6,8,14,2,0,0,3,Dating
7,4.4,218,27,6,0,0,3,Dating
7,2.7,3,3.9,8,0,0,3,Dating
7,4.3,2433,13,18,0,0,3,Dating
7,4.6,185,5.0,6,0,0,3,Dating
7,2.8,80,5.5,6,0,0,4,Dating
7,3.5,35,16,2,0,0,3,Dating
7,3.4,5,14,17,0,0,3,Dating
7,4.8,125,4.7,12,0,0,3,Dating
7,4.7,791,3.7,6,0,0,3,Dating
7,4.8,110,4.9,6,0,0,3,Dating
7,4.8,5323,3.5,15,0,0,3,Dating
7,4.7,478,4.5,6,0,0,3,Dating
7,3.5,69,36,12,0,0,3,Dating
7,4.7,158,4.5,6,0,0,3,Dating
7,3.8,24,19,2,0,0,3,Dating
7,2.9,53,14,6,0,0,3,Dating
7,4.5,182986,77,13,0,0,3,Dating
7,3.3,1157,21,9,0,0,3,Dating
7,4.1,97699,7.9,3,0,0,3,Dating
8,4.6,181893,18,7,0,0,2,Edu
8,4.7,2544,18,9,0,0,1,Edu
8,4.6,85375,21,13,0,0,1,Edu
8,4.7,314299,3.3,7,0,0,1,Edu
8,4.5,9770,39,13,0,0,1,Edu
8,4.7,32346,3.2,3,0,0,1,Edu
8,4.8,4075,5.1,18,0,0,1,Edu
8,4.6,10611,11,18,0,0,1,Edu
8,4.6,9321,27,3,0,0,1,Edu
8,4.6,56065,37,3,0,0,1,Edu
8,4.9,133136,26,3,0,0,1,Edu
8,3.8,2469,11,18,0,0,1,Edu
8,4.4,390,41,18,0,0,1,Edu
8,4.4,1090,49,3,0,0,1,Edu
8,4.3,266948,21,7,0,0,1,Edu
8,4.5,342918,8.1,7,0,0,1,Edu
8,4.4,748,51,3,0,0,1,Edu
8,4.6,172640,14,13,0,0,1,Edu
8,3.9,61,18,15,0,0,3,Edu
8,4.4,1619,3.0,3,0,0,1,Edu
8,4.3,3168,19,3,0,0,1,Edu
8,4.2,6736,22,3,0,0,3,Edu
8,4.4,7005,6.9,3,0,0,1,Edu
8,4.0,889,7.4,18,0,0,1,Edu
8,4.2,5741,84,3,0,0,1,Edu
8,3.8,27572,25,13,0,0,1,Edu
8,4.5,10852,18,3,0,0,1,Edu
8,4.5,1929,2.5,18,0,0,1,Edu
8,4.3,1516,3.9,9,0,0,1,Edu
8,4.3,423,21,9,0,0,1,Edu
8,4.7,254519,27,13,0,0,1,Edu
8,4.6,85375,21,13,0,0,1,Edu
8,4.6,181893,18,7,0,0,2,Edu
8,4.5,99020,18,3,0,0,1,Edu
8,4.6,32381,10,3,0,0,2,Edu
8,4.4,56897,97,3,0,0,1,Edu
8,4.2,8599,17,3,0,0,1,Edu
8,4.0,304,2.0,6,0,0,1,Edu
8,4.1,358,1.9,15,0,0,1,Edu
8,4.3,11904,1.8,3,0,0,1,Edu
8,4.3,22251,1.8,3,0,0,1,Edu
8,4.3,22384,17,3,0,0,1,Edu
8,4.5,99020,18,3,0,0,1,Edu
8,4.6,73404,5.3,3,0,0,1,Edu
8,4.6,25183,5.4,3,0,0,1,Edu
8,4.7,52743,5.4,3,0,0,1,Edu
8,4.7,61749,5.4,3,0,0,1,Edu
8,4.3,55704,15,3,0,0,1,Edu
8,4.7,19277,5.3,3,0,0,1,Edu
8,4.6,13612,48,9,0,0,1,Edu
8,4.6,37862,5.4,3,0,0,1,Edu
8,4.6,18372,47,9,0,0,1,Edu
8,4.3,656,556,6,0,0,1,Edu
8,4.2,240,29,6,0,0,1,Edu
8,4.0,275,2.3,15,0,0,1,Edu
8,4.2,3692,4.4,9,0,0,1,Edu
8,4.1,2363,6.6,9,0,0,1,Edu
8,4.0,430,526,6,0,0,1,Edu
8,4.5,756,12,9,0,0,1,Edu
8,4.0,316,29,15,0,0,1,Edu
8,4.6,85375,21,13,0,0,1,Edu
8,4.6,181893,18,7,0,0,2,Edu
8,4.5,99020,18,3,0,0,1,Edu
8,4.3,22384,17,3,0,0,1,Edu
8,4.6,32380,10,3,0,0,2,Edu
8,4.5,172505,76,13,0,0,1,Edu
8,4.2,8599,17,3,0,0,1,Edu
8,4.6,7973,18,3,0,0,1,Edu
8,4.3,266935,21,7,0,0,1,Edu
8,4.7,142632,6.9,13,0,0,1,Edu
8,4.4,55256,14,13,0,0,1,Edu
8,4.5,172508,76,13,0,0,1,Edu
8,4.4,54798,11,3,0,0,1,Edu
8,4.0,4815,19,18,0,0,1,Edu
8,4.6,75112,6.5,3,0,0,1,Edu
8,4.4,33646,7.0,3,0,0,1,Edu
8,4.7,314300,3.3,7,0,0,1,Edu
8,4.3,206527,21,7,0,0,2,Edu
8,4.2,3816,2.6,18,0,0,1,Edu
8,4.3,47847,21,3,0,0,1,Edu
8,4.3,16195,5.2,3,0,0,1,Edu
8,4.3,206,18,15,0,0,1,Edu
8,4.2,3241,16,9,0,0,1,Edu
8,4.0,835,15,9,0,0,1,Edu
8,4.0,2525,1.2,9,0,0,1,Edu
8,4.1,200058,18,7,0,0,1,Edu
8,3.9,1239,1.8,9,0,0,1,Edu
8,4.1,702,7.6,6,0,0,1,Edu
8,4.4,148550,59,7,0,0,1,Edu
8,4.0,3847,6.9,18,0,0,1,Edu
8,4.4,55256,14,13,0,0,1,Edu
8,4.4,84309,41,13,0,0,1,Edu
8,4.0,4815,19,18,0,0,1,Edu
8,4.5,172508,76,13,0,0,1,Edu
8,4.3,266948,21,7,0,0,1,Edu
8,4.5,14206,21,18,0,0,1,Edu
8,4.3,206532,21,7,0,0,2,Edu
8,4.3,14700,21,3,0,0,1,Edu
8,4.6,37862,5.4,3,0,0,1,Edu
8,3.5,1405,7.3,9,0,0,1,Edu
8,4.4,148549,59,7,0,0,1,Edu
8,4.4,84311,41,13,0,0,1,Edu
8,4.3,206532,21,7,0,0,2,Edu
8,4.5,172508,76,13,0,0,1,Edu
8,4.8,256079,7.6,3,0,0,4,Edu
8,4.1,16103,13,3,0,0,1,Edu
8,4.9,11,63,2,1,3.99,1,Edu
